District,Month,Visitors,Year,Season
Medak ,January,286340.0,2020,Summer
Medak ,February,818750.0,2020,Monsoon
Medak ,March,288800.0,2020,Summer
Medak ,June,5300.0,2020,Monsoon
Medak ,July,4325.0,2020,Summer
Medak ,August,15380.0,2020,Winter
Medak ,September,15880.0,2020,Monsoon
Medak ,October,17380.0,2020,Autumn
Medak ,November,45000.0,2020,Monsoon
Medak ,December,55000.0,2020,Monsoon
Medchal ,January,84336.4890920171,2020,Monsoon
Medchal ,February,84336.4890920171,2020,Autumn
Medchal ,March,84336.4890920171,2020,Summer
Medchal ,April,84336.4890920171,2020,Winter
Medchal ,May,84336.4890920171,2020,Autumn
Medchal ,June,84336.4890920171,2020,Winter
Medchal ,July,84336.4890920171,2020,Winter
Medchal ,August,84336.4890920171,2020,Winter
Medchal ,September,84336.4890920171,2020,Winter
Medchal ,October,84336.4890920171,2020,Autumn
Medchal ,November,84336.4890920171,2020,Autumn
Medchal ,December,84336.4890920171,2020,Winter
Mulugu,January,3653000.0,2020,Autumn
Mulugu,February,9157200.0,2020,Summer
Mulugu,March,118500.0,2020,Monsoon
Mulugu,July,4550.0,2020,Autumn
Mulugu,August,8300.0,2020,Summer
Mulugu,September,11300.0,2020,Summer
Mulugu,October,17600.0,2020,Summer
Mulugu,November,57200.0,2020,Autumn
Mulugu,December,60900.0,2020,Summer
Nagarkurnool ,January,228812.0,2020,Summer
Nagarkurnool ,February,286258.0,2020,Winter
Nagarkurnool ,March,32333.0,2020,Winter
Nagarkurnool ,June,34508.0,2020,Summer
Nagarkurnool ,July,66655.0,2020,Monsoon
Nagarkurnool ,August,80155.0,2020,Autumn
Nagarkurnool ,September,175712.0,2020,Monsoon
Nagarkurnool ,October,95788.0,2020,Summer
Nagarkurnool ,November,77869.0,2020,Summer
Nagarkurnool ,December,85280.0,2020,Autumn
Nalgonda,January,10127.0,2020,Autumn
Nalgonda,February,9154.0,2020,Summer
Nalgonda,March,772.0,2020,Autumn
Nalgonda,June,218.0,2020,Monsoon
Nalgonda,July,224.0,2020,Autumn
Nalgonda,August,558.0,2020,Monsoon
Nalgonda,September,2480.0,2020,Winter
Nalgonda,October,8541.0,2020,Monsoon
Nalgonda,November,6242.0,2020,Summer
Nalgonda,December,8514.0,2020,Autumn
Narayanapet,January,47272.0,2020,Monsoon
Narayanapet,February,244657.0,2020,Summer
Narayanapet,March,21907.0,2020,Autumn
Narayanapet,June,20907.0,2020,Autumn
Narayanapet,July,39820.0,2020,Monsoon
Narayanapet,August,34777.0,2020,Winter
Narayanapet,September,62841.0,2020,Summer
Narayanapet,October,52309.0,2020,Monsoon
Narayanapet,November,49597.0,2020,Autumn
Narayanapet,December,56031.0,2020,Summer
Nirmal,January,368292.0,2020,Monsoon
Nirmal,February,299646.0,2020,Winter
Nirmal,March,253116.0,2020,Winter
Nirmal,June,5040.0,2020,Monsoon
Nirmal,July,9212.0,2020,Winter
Nirmal,August,10336.0,2020,Monsoon
Nirmal,September,13377.0,2020,Monsoon
Nirmal,October,28586.0,2020,Summer
Nirmal,November,73126.0,2020,Winter
Nirmal,December,110808.0,2020,Winter
Nizamabad,January,7540.0,2020,Monsoon
Nizamabad,February,6400.0,2020,Monsoon
Nizamabad,March,6750.0,2020,Monsoon
Nizamabad,July,1620.0,2020,Autumn
Nizamabad,August,2020.0,2020,Autumn
Nizamabad,September,10050.0,2020,Autumn
Nizamabad,October,6310.0,2020,Summer
Nizamabad,November,10900.0,2020,Winter
Nizamabad,December,40400.0,2020,Autumn
Peddapalli,January,2945.0,2020,Autumn
Peddapalli,February,2315.0,2020,Autumn
Peddapalli,March,1450.0,2020,Monsoon
Peddapalli,June,445.0,2020,Summer
Peddapalli,July,250.0,2020,Monsoon
Peddapalli,August,1250.0,2020,Monsoon
Peddapalli,September,800.0,2020,Winter
Peddapalli,October,600.0,2020,Monsoon
Peddapalli,November,650.0,2020,Monsoon
Peddapalli,December,1105.0,2020,Autumn
Rajanna Sircilla ,January,2298291.0,2020,Winter
Rajanna Sircilla ,February,963871.0,2020,Winter
Rajanna Sircilla ,March,885559.0,2020,Autumn
Rajanna Sircilla ,June,76026.0,2020,Summer
Rajanna Sircilla ,July,60636.0,2020,Summer
Rajanna Sircilla ,August,110783.0,2020,Monsoon
Rajanna Sircilla ,September,121976.0,2020,Winter
Rajanna Sircilla ,October,181929.0,2020,Monsoon
Rajanna Sircilla ,November,391170.0,2020,Autumn
Rajanna Sircilla ,December,535298.0,2020,Monsoon
Ranga Reddy,January,84336.4890920171,2020,Winter
Ranga Reddy,February,84336.4890920171,2020,Autumn
Ranga Reddy,March,84336.4890920171,2020,Autumn
Ranga Reddy,April,84336.4890920171,2020,Summer
Ranga Reddy,May,84336.4890920171,2020,Winter
Ranga Reddy,June,84336.4890920171,2020,Winter
Ranga Reddy,July,84336.4890920171,2020,Summer
Ranga Reddy,August,84336.4890920171,2020,Monsoon
Ranga Reddy,September,84336.4890920171,2020,Winter
Ranga Reddy,October,84336.4890920171,2020,Winter
Ranga Reddy,November,84336.4890920171,2020,Autumn
Ranga Reddy,December,84336.4890920171,2020,Winter
Sangareddy ,January,213000.0,2020,Winter
Sangareddy ,February,755000.0,2020,Summer
Sangareddy ,March,235000.0,2020,Autumn
Sangareddy ,June,9500.0,2020,Autumn
Sangareddy ,July,27400.0,2020,Autumn
Sangareddy ,August,45400.0,2020,Autumn
Sangareddy ,September,47900.0,2020,Summer
Sangareddy ,October,55400.0,2020,Autumn
Sangareddy ,November,149000.0,2020,Autumn
Sangareddy ,December,167000.0,2020,Autumn
Siddipet,January,473350.0,2020,Monsoon
Siddipet,February,204885.0,2020,Summer
Siddipet,March,123000.0,2020,Monsoon
Siddipet,June,19846.0,2020,Summer
Siddipet,July,23864.0,2020,Autumn
Siddipet,August,27307.0,2020,Autumn
Siddipet,September,30980.0,2020,Monsoon
Siddipet,October,73367.0,2020,Autumn
Siddipet,November,72049.0,2020,Summer
Siddipet,December,173000.0,2020,Autumn
Suryapet,January,84336.4890920171,2020,Winter
Suryapet,February,84336.4890920171,2020,Autumn
Suryapet,March,84336.4890920171,2020,Monsoon
Suryapet,April,84336.4890920171,2020,Summer
Suryapet,May,84336.4890920171,2020,Autumn
Suryapet,June,84336.4890920171,2020,Monsoon
Suryapet,July,84336.4890920171,2020,Summer
Suryapet,August,84336.4890920171,2020,Winter
Suryapet,September,84336.4890920171,2020,Autumn
Suryapet,October,84336.4890920171,2020,Winter
Suryapet,November,84336.4890920171,2020,Autumn
Suryapet,December,84336.4890920171,2020,Monsoon
Vikarabad,January,84336.4890920171,2020,Winter
Vikarabad,February,84336.4890920171,2020,Autumn
Vikarabad,March,84336.4890920171,2020,Monsoon
Vikarabad,April,84336.4890920171,2020,Autumn
Vikarabad,May,84336.4890920171,2020,Monsoon
Vikarabad,June,84336.4890920171,2020,Summer
Vikarabad,July,84336.4890920171,2020,Summer
Vikarabad,August,84336.4890920171,2020,Winter
Vikarabad,September,84336.4890920171,2020,Autumn
Vikarabad,October,84336.4890920171,2020,Autumn
Vikarabad,November,84336.4890920171,2020,Autumn
Vikarabad,December,84336.4890920171,2020,Monsoon
Wanaparthy ,January,28131.0,2020,Winter
Wanaparthy ,February,22342.0,2020,Autumn
Wanaparthy ,March,7050.0,2020,Monsoon
Wanaparthy ,June,4050.0,2020,Monsoon
Wanaparthy ,July,17092.0,2020,Autumn
Wanaparthy ,August,30860.0,2020,Summer
Wanaparthy ,September,21375.0,2020,Winter
Wanaparthy ,October,29683.0,2020,Winter
Wanaparthy ,November,29036.0,2020,Monsoon
Wanaparthy ,December,27057.0,2020,Monsoon
Warangal (Rural),January,31550.0,2020,Winter
Warangal (Rural),February,31050.0,2020,Monsoon
Warangal (Rural),March,26050.0,2020,Winter
Warangal (Rural),July,560.0,2020,Monsoon
Warangal (Rural),August,870.0,2020,Autumn
Warangal (Rural),September,1550.0,2020,Monsoon
Warangal (Rural),October,2060.0,2020,Monsoon
Warangal (Rural),November,7550.0,2020,Winter
Warangal (Rural),December,7530.0,2020,Winter
Warangal (Urban),January,157630.0,2020,Summer
Warangal (Urban),February,157950.0,2020,Winter
Warangal (Urban),March,102520.0,2020,Summer
Warangal (Urban),July,7300.0,2020,Winter
Warangal (Urban),August,9150.0,2020,Winter
Warangal (Urban),September,12050.0,2020,Winter
Warangal (Urban),October,18350.0,2020,Summer
Warangal (Urban),November,91120.0,2020,Autumn
Warangal (Urban),December,92455.0,2020,Summer
Yadadri Bhongir,January,493002.0,2020,Summer
Yadadri Bhongir,February,527311.0,2020,Autumn
Yadadri Bhongir,March,125380.0,2020,Winter
Yadadri Bhongir,June,76480.0,2020,Summer
Yadadri Bhongir,July,25375.0,2020,Monsoon
Yadadri Bhongir,August,110587.0,2020,Autumn
Yadadri Bhongir,September,110595.0,2020,Summer
Yadadri Bhongir,October,481320.0,2020,Monsoon
Yadadri Bhongir,November,381150.0,2020,Autumn
Yadadri Bhongir,December,321254.0,2020,Winter
Adilabad,January,18203.0,2021,Monsoon
Adilabad,February,271255.0,2021,Winter
Adilabad,March,15907.0,2021,Monsoon
Adilabad,April,6955.0,2021,Monsoon
Adilabad,May,1191.0,2021,Autumn
Adilabad,June,3407.0,2021,Summer
Adilabad,July,26885.0,2021,Monsoon
Adilabad,August,25338.0,2021,Autumn
Adilabad,September,17672.0,2021,Summer
Adilabad,October,16095.0,2021,Winter
Adilabad,November,73753.0,2021,Monsoon
Adilabad,December,18484.0,2021,Monsoon
Bhadradri Kothagudem,January,199340.0,2021,Monsoon
Bhadradri Kothagudem,February,163761.0,2021,Winter
Bhadradri Kothagudem,March,83871.0,2021,Autumn
Bhadradri Kothagudem,April,38456.0,2021,Monsoon
Bhadradri Kothagudem,May,9329.0,2021,Winter
Bhadradri Kothagudem,June,20090.0,2021,Winter
Bhadradri Kothagudem,July,63082.0,2021,Monsoon
Bhadradri Kothagudem,August,70386.0,2021,Monsoon
Bhadradri Kothagudem,September,88451.0,2021,Winter
Bhadradri Kothagudem,October,104063.0,2021,Winter
Bhadradri Kothagudem,November,84828.0,2021,Autumn
Bhadradri Kothagudem,December,105685.0,2021,Autumn
Hanumakonda,January,90800.0,2021,Summer
Hanumakonda,February,89900.0,2021,Winter
Hanumakonda,March,91970.0,2021,Winter
Hanumakonda,April,89430.0,2021,Winter
Hanumakonda,May,14510.0,2021,Autumn
Hanumakonda,June,10050.0,2021,Summer
Hanumakonda,July,40670.0,2021,Monsoon
Hanumakonda,August,39220.0,2021,Winter
Hanumakonda,September,42340.0,2021,Winter
Hanumakonda,October,38650.0,2021,Summer
Hanumakonda,November,37910.0,2021,Monsoon
Hanumakonda,December,38125.0,2021,Summer
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",January,828057.0,2021,Summer
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",February,657955.0,2021,Autumn
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",March,589239.0,2021,Summer
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",April,216683.0,2021,Autumn
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",May,50064.0,2021,Autumn
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",June,205368.0,2021,Monsoon
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",July,384455.0,2021,Autumn
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",August,603815.0,2021,Autumn
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",September,533745.0,2021,Summer
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",October,743442.0,2021,Monsoon
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",November,938466.0,2021,Monsoon
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",December,1042809.0,2021,Monsoon
Jagtial,January,154626.0,2021,Autumn
Jagtial,February,155602.0,2021,Summer
Jagtial,March,303738.0,2021,Autumn
Jagtial,April,74401.0,2021,Monsoon
Jagtial,May,2555.0,2021,Summer
Jagtial,June,43196.0,2021,Monsoon
Jagtial,July,187220.0,2021,Autumn
Jagtial,August,191483.0,2021,Monsoon
Jagtial,September,169440.0,2021,Monsoon
Jagtial,October,172570.0,2021,Autumn
Jagtial,November,260498.0,2021,Autumn
Jagtial,December,255232.0,2021,Summer
Jangaon,January,11545.0,2021,Summer
Jangaon,February,11440.0,2021,Winter
Jangaon,March,11950.0,2021,Winter
Jangaon,April,10340.0,2021,Autumn
Jangaon,May,3275.0,2021,Monsoon
Jangaon,June,2470.0,2021,Autumn
Jangaon,July,6580.0,2021,Winter
Jangaon,August,7085.0,2021,Monsoon
Jangaon,September,7180.0,2021,Winter
Jangaon,October,10360.0,2021,Summer
Jangaon,November,6140.0,2021,Summer
Jangaon,December,6140.0,2021,Autumn
Jayashankar Bhoopalpally,January,15700.0,2021,Winter
Jayashankar Bhoopalpally,February,15800.0,2021,Winter
Jayashankar Bhoopalpally,March,16400.0,2021,Summer
Jayashankar Bhoopalpally,April,14900.0,2021,Summer
Jayashankar Bhoopalpally,May,5600.0,2021,Autumn
Jayashankar Bhoopalpally,June,4400.0,2021,Autumn
Jayashankar Bhoopalpally,July,9000.0,2021,Monsoon
Jayashankar Bhoopalpally,August,10500.0,2021,Monsoon
Jayashankar Bhoopalpally,September,10700.0,2021,Summer
Jayashankar Bhoopalpally,October,11000.0,2021,Autumn
Jayashankar Bhoopalpally,November,10500.0,2021,Winter
Jayashankar Bhoopalpally,December,10900.0,2021,Winter
JogulambaGadwai,January,169350.0,2021,Winter
JogulambaGadwai,February,400254.0,2021,Winter
JogulambaGadwai,March,520014.0,2021,Monsoon
JogulambaGadwai,April,248566.0,2021,Winter
JogulambaGadwai,May,990.0,2021,Summer
JogulambaGadwai,June,39894.0,2021,Autumn
JogulambaGadwai,July,278769.0,2021,Winter
JogulambaGadwai,August,174508.0,2021,Autumn
JogulambaGadwai,September,154900.0,2021,Winter
JogulambaGadwai,October,185052.0,2021,Monsoon
JogulambaGadwai,November,220734.0,2021,Autumn
JogulambaGadwai,December,229051.0,2021,Winter
Kamareddy,January,43.0,2021,Summer
Kamareddy,February,40.0,2021,Winter
Kamareddy,March,49.0,2021,Monsoon
Kamareddy,April,26.0,2021,Monsoon
Kamareddy,May,0.0,2021,Autumn
Kamareddy,June,24.0,2021,Winter
Kamareddy,July,41.0,2021,Monsoon
Kamareddy,August,48.0,2021,Winter
Kamareddy,September,33.0,2021,Autumn
Kamareddy,October,40.0,2021,Winter
Kamareddy,November,42.0,2021,Summer
Kamareddy,December,45.0,2021,Summer
Karimnagar,January,5965.0,2021,Winter
Karimnagar,February,5670.0,2021,Winter
Karimnagar,March,6800.0,2021,Summer
Karimnagar,April,1924.0,2021,Monsoon
Karimnagar,May,601.0,2021,Winter
Karimnagar,June,450.0,2021,Monsoon
Karimnagar,July,4750.0,2021,Summer
Karimnagar,August,6320.0,2021,Autumn
Karimnagar,September,5475.0,2021,Winter
Karimnagar,October,4410.0,2021,Summer
Karimnagar,November,3525.0,2021,Autumn
Karimnagar,December,3750.0,2021,Monsoon
Khammam,January,81711.0,2021,Monsoon
Khammam,February,59065.0,2021,Summer
Khammam,March,47862.0,2021,Autumn
Khammam,April,30882.0,2021,Monsoon
Khammam,May,11240.0,2021,Winter
Khammam,June,12443.0,2021,Monsoon
Khammam,July,19400.0,2021,Winter
Khammam,August,18781.0,2021,Summer
Khammam,September,29256.0,2021,Summer
Khammam,October,36965.0,2021,Summer
Khammam,November,45533.0,2021,Monsoon
Khammam,December,53316.0,2021,Summer
KommramBheentAsifabad,January,410.0,2021,Winter
KommramBheentAsifabad,February,466.0,2021,Summer
KommramBheentAsifabad,March,491.0,2021,Autumn
KommramBheentAsifabad,April,349.0,2021,Monsoon
KommramBheentAsifabad,May,88.0,2021,Summer
KommramBheentAsifabad,June,128.0,2021,Summer
KommramBheentAsifabad,July,154.0,2021,Summer
KommramBheentAsifabad,August,175.0,2021,Autumn
KommramBheentAsifabad,September,176.0,2021,Autumn
KommramBheentAsifabad,October,21030.0,2021,Summer
KommramBheentAsifabad,November,371.0,2021,Summer
KommramBheentAsifabad,December,587.0,2021,Monsoon
Mahabubabad,January,3060.0,2021,Summer
Mahabubabad,February,3155.0,2021,Monsoon
Mahabubabad,March,3320.0,2021,Monsoon
Mahabubabad,April,3240.0,2021,Summer
Mahabubabad,May,940.0,2021,Winter
Mahabubabad,June,880.0,2021,Summer
Mahabubabad,July,1970.0,2021,Monsoon
Mahabubabad,August,3480.0,2021,Winter
Mahabubabad,September,3420.0,2021,Autumn
Mahabubabad,October,3505.0,2021,Summer
Mahabubabad,November,3470.0,2021,Autumn
Mahabubabad,December,3480.0,2021,Monsoon
Mahbubnagar,January,112443.0,2021,Autumn
Mahbubnagar,February,653029.0,2021,Summer
Mahbubnagar,March,375235.0,2021,Monsoon
Mahbubnagar,April,270751.0,2021,Winter
Mahbubnagar,May,5264.0,2021,Winter
Mahbubnagar,June,32923.0,2021,Summer
Mahbubnagar,July,300593.0,2021,Autumn
Mahbubnagar,August,299804.0,2021,Summer
Mahbubnagar,September,250520.0,2021,Monsoon
Mahbubnagar,October,208937.0,2021,Autumn
Mahbubnagar,November,675277.0,2021,Winter
Mahbubnagar,December,205813.0,2021,Winter
Mancherial,January,14998.0,2021,Autumn
Mancherial,February,12438.0,2021,Winter
Mancherial,March,7304.0,2021,Monsoon
Mancherial,April,6000.0,2021,Winter
Mancherial,May,1466.0,2021,Monsoon
Mancherial,June,1503.0,2021,Winter
Mancherial,July,4134.0,2021,Winter
Mancherial,August,7294.0,2021,Winter
Mancherial,September,5668.0,2021,Winter
Mancherial,October,5130.0,2021,Autumn
Mancherial,November,5988.0,2021,Autumn
Mancherial,December,9372.0,2021,Summer
Medak,January,48000.0,2021,Autumn
Medak,February,44000.0,2021,Winter
Medak,March,49000.0,2021,Autumn
Medak,April,39000.0,2021,Monsoon
Medak,May,4000.0,2021,Summer
Medak,June,15000.0,2021,Summer
Medak,July,16000.0,2021,Monsoon
Medak,August,33500.0,2021,Winter
Medak,September,15500.0,2021,Summer
Medak,October,17500.0,2021,Autumn
Medak,November,20000.0,2021,Summer
Medak,December,16350.0,2021,Autumn
Mulugu,January,61800.0,2021,Autumn
Mulugu,February,62400.0,2021,Monsoon
Mulugu,March,65550.0,2021,Summer
Mulugu,April,65650.0,2021,Winter
Mulugu,May,19850.0,2021,Summer
Mulugu,June,19850.0,2021,Monsoon
Mulugu,July,36800.0,2021,Monsoon
Mulugu,August,44050.0,2021,Winter
Mulugu,September,47055.0,2021,Winter
Mulugu,October,41000.0,2021,Autumn
Mulugu,November,51060.0,2021,Winter
Mulugu,December,45550.0,2021,Winter
Nagarkurnool,January,88188.0,2021,Autumn
Nagarkurnool,February,84801.0,2021,Monsoon
Nagarkurnool,March,82629.0,2021,Winter
Nagarkurnool,April,85938.0,2021,Summer
Nagarkurnool,May,900.0,2021,Winter
Nagarkurnool,June,31800.0,2021,Autumn
Nagarkurnool,July,114690.0,2021,Summer
Nagarkurnool,August,123210.0,2021,Monsoon
Nagarkurnool,September,104510.0,2021,Monsoon
Nagarkurnool,October,91559.0,2021,Summer
Nagarkurnool,November,117740.0,2021,Autumn
Nagarkurnool,December,111530.0,2021,Winter
Nalgonda & Suryapet,January,9097.0,2021,Summer
Nalgonda & Suryapet,February,6126.0,2021,Autumn
Nalgonda & Suryapet,March,5729.0,2021,Monsoon
Nalgonda & Suryapet,April,1033.0,2021,Autumn
Nalgonda & Suryapet,May,148.0,2021,Summer
Nalgonda & Suryapet,June,1044.0,2021,Summer
Nalgonda & Suryapet,July,6744.0,2021,Winter
Nalgonda & Suryapet,August,7852.0,2021,Monsoon
Nalgonda & Suryapet,September,21650.0,2021,Autumn
Nalgonda & Suryapet,October,14431.0,2021,Monsoon
Nalgonda & Suryapet,November,7684.0,2021,Monsoon
Nalgonda & Suryapet,December,12528.0,2021,Autumn
Narayanapet,January,45720.0,2021,Autumn
Narayanapet,February,34377.0,2021,Summer
Narayanapet,March,34327.0,2021,Monsoon
Narayanapet,April,24289.0,2021,Autumn
Narayanapet,May,328.0,2021,Winter
Narayanapet,June,6010.0,2021,Autumn
Narayanapet,July,26950.0,2021,Autumn
Narayanapet,August,24200.0,2021,Autumn
Narayanapet,September,19500.0,2021,Autumn
Narayanapet,October,23700.0,2021,Winter
Narayanapet,November,27400.0,2021,Monsoon
Narayanapet,December,24250.0,2021,Monsoon
Nirmal,January,154786.0,2021,Autumn
Nirmal,February,225686.0,2021,Winter
Nirmal,March,205287.0,2021,Winter
Nirmal,April,125395.0,2021,Monsoon
Nirmal,May,25969.0,2021,Monsoon
Nirmal,June,7048.0,2021,Monsoon
Nirmal,July,125523.0,2021,Winter
Nirmal,August,173301.0,2021,Winter
Nirmal,September,225421.0,2021,Monsoon
Nirmal,October,265203.0,2021,Monsoon
Nirmal,November,228200.0,2021,Monsoon
Nirmal,December,195660.0,2021,Autumn
Nizamabad,January,9450.0,2021,Winter
Nizamabad,February,50500.0,2021,Autumn
Nizamabad,March,61080.0,2021,Autumn
Nizamabad,April,30430.0,2021,Monsoon
Nizamabad,May,0.0,2021,Monsoon
Nizamabad,June,2020.0,2021,Monsoon
Nizamabad,July,14050.0,2021,Winter
Nizamabad,August,19580.0,2021,Monsoon
Nizamabad,September,12580.0,2021,Monsoon
Nizamabad,October,13600.0,2021,Monsoon
Nizamabad,November,19090.0,2021,Summer
Nizamabad,December,10120.0,2021,Monsoon
Peddapalli,January,1150.0,2021,Autumn
Peddapalli,February,1245.0,2021,Monsoon
Peddapalli,March,2610.0,2021,Winter
Peddapalli,April,3405.0,2021,Autumn
Peddapalli,May,355.0,2021,Summer
Peddapalli,June,420.0,2021,Summer
Peddapalli,July,550.0,2021,Monsoon
Peddapalli,August,779.0,2021,Winter
Peddapalli,September,660.0,2021,Monsoon
Peddapalli,October,650.0,2021,Autumn
Peddapalli,November,1630.0,2021,Winter
Peddapalli,December,1840.0,2021,Autumn
RajanuaSircilla,January,656423.0,2021,Winter
RajanuaSircilla,February,571526.0,2021,Monsoon
RajanuaSircilla,March,868764.0,2021,Autumn
RajanuaSircilla,April,198252.0,2021,Monsoon
RajanuaSircilla,May,23978.0,2021,Autumn
RajanuaSircilla,June,125913.0,2021,Monsoon
RajanuaSircilla,July,290935.0,2021,Summer
RajanuaSircilla,August,518772.0,2021,Autumn
RajanuaSircilla,September,388599.0,2021,Summer
RajanuaSircilla,October,355757.0,2021,Monsoon
RajanuaSircilla,November,567535.0,2021,Winter
RajanuaSircilla,December,606628.0,2021,Winter
Sangareddy,January,112500.0,2021,Monsoon
Sangareddy,February,103200.0,2021,Winter
Sangareddy,March,274500.0,2021,Winter
Sangareddy,April,117300.0,2021,Winter
Sangareddy,May,15000.0,2021,Summer
Sangareddy,June,26500.0,2021,Summer
Sangareddy,July,33000.0,2021,Winter
Sangareddy,August,64900.0,2021,Winter
Sangareddy,September,47700.0,2021,Summer
Sangareddy,October,50000.0,2021,Summer
Sangareddy,November,56150.0,2021,Monsoon
Sangareddy,December,38750.0,2021,Summer
Siddipet,January,173749.0,2021,Monsoon
Siddipet,February,107247.0,2021,Summer
Siddipet,March,70337.0,2021,Summer
Siddipet,April,61534.0,2021,Autumn
Siddipet,May,9000.0,2021,Summer
Siddipet,June,37700.0,2021,Winter
Siddipet,July,37000.0,2021,Monsoon
Siddipet,August,70000.0,2021,Monsoon
Siddipet,September,59000.0,2021,Autumn
Siddipet,October,90000.0,2021,Monsoon
Siddipet,November,93500.0,2021,Autumn
Siddipet,December,90350.0,2021,Autumn
Wanaparthy,January,22482.0,2021,Summer
Wanaparthy,February,22524.0,2021,Summer
Wanaparthy,March,19672.0,2021,Autumn
Wanaparthy,April,25212.0,2021,Summer
Wanaparthy,May,295.0,2021,Monsoon
Wanaparthy,June,600.0,2021,Summer
Wanaparthy,July,29300.0,2021,Autumn
Wanaparthy,August,33300.0,2021,Winter
Wanaparthy,September,22800.0,2021,Autumn
Wanaparthy,October,23700.0,2021,Summer
Wanaparthy,November,29330.0,2021,Winter
Wanaparthy,December,28100.0,2021,Winter
Warangal,January,7450.0,2021,Winter
Warangal,February,7470.0,2021,Autumn
Warangal,March,7500.0,2021,Winter
Warangal,April,7510.0,2021,Winter
Warangal,May,560.0,2021,Monsoon
Warangal,June,550.0,2021,Monsoon
Warangal,July,3400.0,2021,Winter
Warangal,August,5610.0,2021,Monsoon
Warangal,September,5610.0,2021,Autumn
Warangal,October,5820.0,2021,Winter
Warangal,November,6230.0,2021,Summer
Warangal,December,5690.0,2021,Autumn
Yadadri Bhongir,January,281131.0,2021,Autumn
Yadadri Bhongir,February,265238.0,2021,Autumn
Yadadri Bhongir,March,261920.0,2021,Monsoon
Yadadri Bhongir,April,621.0,2021,Winter
